StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q7,Q28,Q11,Q12,Q13,Q9,Q14,Q29,Q10_1,Q10_2,Q10_3,Q10_4,Q26_1,Q26_2,Q26_3,Q26_4,Q27_1,Q27_2,Q27_3,Q27_4,Q2,Q3,Q4,Q5,Q6,Q15,Q17,Q18,Q19,Q20
5/25/21 11:44,5/25/21 11:45,IP Address,171.61.230.129,100,63,TRUE,5/25/21 11:45,R_pSibFs8PRO7Pxzr,,,,,12.89959717,80.22088623,anonymous,EN,,,,,,Yes,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,18 - 24,"$20,000 - $29,999",Professional degree,Asian,Democrat,Highly involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:44,5/25/21 11:46,IP Address,104.128.188.65,100,112,TRUE,5/25/21 11:46,R_24vIy0Ti2ajP3AD,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,25 - 34,"$50,000 - $59,999",4 year degree,White,Democrat,Highly involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:43,5/25/21 11:46,IP Address,47.200.250.239,100,157,TRUE,5/25/21 11:46,R_BYbQv8NHrHBzHQl,,,,,27.9447937,-82.24089813,anonymous,EN,,,,,,,Yes,,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Somewhat disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,25 - 34,"$20,000 - $29,999",High school graduate,White,Independent,Neutral,Democrats,4 years,I cant,Loans
5/25/21 11:43,5/25/21 11:46,IP Address,63.160.143.239,100,164,TRUE,5/25/21 11:46,R_r0ldyI5tau5z1kt,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,Yes,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,25 - 34,"$10,000 - $19,999",4 year degree,Black or African American,Republican,Moderately involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:45,5/25/21 11:46,IP Address,171.61.229.245,100,90,TRUE,5/25/21 11:46,R_73AY0UdheAyNHQl,,,,,12.89959717,80.22088623,anonymous,EN,,,,,,,Yes,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Somewhat disagree,Strongly disagree,25 - 34,"$40,000 - $49,999",Professional degree,White,Democrat,Moderately involved,I don't know,I don't know,I don't know,I don't know
5/25/21 11:43,5/25/21 11:46,IP Address,148.170.193.115,100,225,TRUE,5/25/21 11:46,R_wT5RPzJld1xmRHP,,,,,36.33120728,-92.37529755,anonymous,EN,,,,,,,,Yes,Strongly Agree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,45 - 54,"$30,000 - $39,999",Some college,White,Democrat,Moderately involved,Democrats,6 years,"Angela Merkel, Vladmir Putin, Xi Ping",Trans-Pacific Pact
5/25/21 11:45,5/25/21 11:47,IP Address,71.223.142.243,100,108,TRUE,5/25/21 11:47,R_sMau2FWvfXwDsqd,,,,,33.49349976,-111.9210968,anonymous,EN,,,Yes,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,25 - 34,"$40,000 - $49,999",Some college,White,Democrat,Neutral,I don't know,2 years,I don't know,I don't know
5/25/21 11:43,5/25/21 11:47,IP Address,65.33.227.67,100,203,TRUE,5/25/21 11:47,R_3JE5Uizou22BTlS,,,,,27.70449829,-82.43379974,anonymous,EN,,,,,,Yes,,,Somewhat agree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,35 - 44,"$50,000 - $59,999",4 year degree,White,Democrat,Neutral,I don't know,I don't know,I don't know,I don't know
5/25/21 11:43,5/25/21 11:47,IP Address,73.210.14.219,100,233,TRUE,5/25/21 11:47,R_3p0d03i7VeI08x6,,,,,41.89720154,-87.61959839,anonymous,EN,,,,Yes,,,,,Strongly Agree,Strongly disagree,Somewhat agree,Strongly Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat disagree,Neither agree nor disagree,35 - 44,"$20,000 - $29,999",4 year degree,White,Democrat,Moderately involved,Democratic Party,6 years,"Jair Bolsonaro - Brazil, Boris Johnson - United Kingdom, Vladimir Putin - Russia",I don't know.
5/25/21 11:45,5/25/21 11:47,IP Address,179.182.87.127,100,113,TRUE,5/25/21 11:47,R_3QLCS42JDMIdhCv,,,,,-23.31280518,-51.15960693,anonymous,EN,,Yes,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,25 - 34,"$100,000 - $149,999",Doctorate,White,Democrat,Highly involved,I do not know,I do not know,I do not know,I do not know
5/25/21 11:43,5/25/21 11:47,IP Address,103.114.211.92,100,234,TRUE,5/25/21 11:47,R_1FbuINvkYOo08bs,,,,,11.01420593,76.99411011,anonymous,EN,Yes,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Strongly disagree,Neither agree nor disagree,25 - 34,"$100,000 - $149,999",4 year degree,Asian,Democrat,Moderately involved,Republican,6,"Ashraf Ghani,Ilir Meta,Abdelmadjid Tebboune",Trans-Pacific Partnership
5/25/21 11:45,5/25/21 11:47,IP Address,122.178.250.190,100,138,TRUE,5/25/21 11:47,R_3EKAb0gebIiKYmA,,,,,12.96339417,77.58551025,anonymous,EN,,Yes,,,,,,,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly Agree,25 - 34,"$50,000 - $59,999",Professional degree,White,Democrat,Not very involved,I dont know,I dont know,I dont know,I dont know
5/25/21 11:44,5/25/21 11:47,IP Address,174.134.236.1,100,185,TRUE,5/25/21 11:47,R_2f7L1Nq2GZhq1cH,,,,,35.29760742,-119.0484009,anonymous,EN,,,,,Yes,,,,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Somewhat disagree,25 - 34,"$20,000 - $29,999",4 year degree,White,Democrat,Highly involved,Democrats,6 years,I don't know,Trans pacific partnership
5/25/21 11:43,5/25/21 11:47,IP Address,99.155.202.109,100,237,TRUE,5/25/21 11:47,R_3GiBCz7Tiab1CMr,,,,,33.15750122,-96.49490356,anonymous,EN,,Yes,,,,,,,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,45 - 54,"$30,000 - $39,999",4 year degree,White,Democrat,Moderately involved,democrats,6 years,"angela merkel, trudeau. kim jung oon",I don't know
